iter	Accuracy	Logloss
884	0.9319727891	0.1842627578
885	0.9319727891	0.1842351261
886	0.9319727891	0.1841945127
887	0.9319727891	0.1841630158
888	0.9319727891	0.18414592
889	0.9319727891	0.1841368537
890	0.9319727891	0.1841190597
891	0.9319727891	0.1841108455
892	0.9322820037	0.1840443
893	0.9322820037	0.184010318
894	0.9322820037	0.1839888437
895	0.9322820037	0.1839831922
896	0.9322820037	0.183969129
897	0.9322820037	0.1839573916
898	0.9322820037	0.1839271282
899	0.9322820037	0.1839185137
900	0.9321273964	0.1838918471
901	0.9321273964	0.1838599927
902	0.9321273964	0.1838520002
903	0.9321273964	0.1837887759
904	0.9321273964	0.1837502212
905	0.9321273964	0.1836872493
906	0.9321273964	0.1836565478
907	0.9321273964	0.18359522
908	0.9321273964	0.1835753203
909	0.9321273964	0.1835709429
910	0.9321273964	0.1835523405
911	0.9321273964	0.1835328309
912	0.9321273964	0.1834942809
913	0.9321273964	0.1834829378
914	0.9321273964	0.1834757324
915	0.9321273964	0.1834494645
916	0.9321273964	0.1834354163
917	0.9321273964	0.18339367
918	0.9321273964	0.1833475579
919	0.9321273964	0.1833159089
920	0.9321273964	0.1832853907
921	0.9321273964	0.1832801496
922	0.9321273964	0.1832597697
923	0.9321273964	0.1832324225
924	0.9321273964	0.183180349
925	0.9321273964	0.1831730278
926	0.9321273964	0.1831554686
927	0.9321273964	0.183126377
928	0.9321273964	0.1831088862
929	0.9321273964	0.1830593135
930	0.9321273964	0.183008996
931	0.9321273964	0.1829579972
932	0.9321273964	0.1829309535
933	0.9321273964	0.1828672579
934	0.9321273964	0.1828576988
935	0.9321273964	0.1828131975
936	0.9321273964	0.1827897884
937	0.9321273964	0.1827718617
938	0.9321273964	0.1827126977
939	0.9321273964	0.1826663147
940	0.9321273964	0.1826597682
941	0.9321273964	0.1826027141
942	0.9321273964	0.1825897981
943	0.9321273964	0.1825746453
944	0.9321273964	0.182550038
945	0.9321273964	0.1825484883
946	0.9321273964	0.1825383621
947	0.9321273964	0.1824971915
948	0.9321273964	0.1824730538
949	0.9322820037	0.182440979
950	0.9322820037	0.1824315565
951	0.9322820037	0.1824228393
952	0.9322820037	0.1824065144
953	0.9322820037	0.1823759608
954	0.9322820037	0.1823602799
955	0.9322820037	0.1823430119
956	0.9322820037	0.1823245484
957	0.9322820037	0.1823154587
958	0.9322820037	0.1823126242
959	0.9322820037	0.1823036357
960	0.9322820037	0.1822346398
961	0.9322820037	0.1822024076
962	0.9322820037	0.1821968636
963	0.9322820037	0.1821798247
964	0.9322820037	0.182170088
965	0.9322820037	0.1821397607
966	0.9322820037	0.182130142
967	0.9322820037	0.1820946151
968	0.9322820037	0.182079739
969	0.9322820037	0.1820653043
970	0.9322820037	0.1820389821
971	0.9322820037	0.1819904167
972	0.9322820037	0.1819837329
973	0.9322820037	0.1819706692
974	0.9322820037	0.1819519197
975	0.932436611	0.1819400625
976	0.932436611	0.1819131214
977	0.932436611	0.1819066057
978	0.932436611	0.1818436359
979	0.9325912183	0.1818218023
980	0.9325912183	0.1818148931
981	0.9325912183	0.1817967163
982	0.9325912183	0.1817867349
983	0.932436611	0.1817571633
984	0.9325912183	0.181728689
985	0.9325912183	0.1817097469
986	0.9325912183	0.1816933017
987	0.9325912183	0.1816907526
988	0.932436611	0.1816190689
989	0.932436611	0.1815797684
990	0.932436611	0.181570809
991	0.9322820037	0.1815525828
992	0.932436611	0.1815168382
993	0.932436611	0.1814937236
994	0.932436611	0.1814597428
995	0.9325912183	0.1814278997
996	0.9325912183	0.1813739066
997	0.9325912183	0.1813505093
998	0.9325912183	0.1812862774
999	0.9325912183	0.1812645294
